Concordance,type,lex_asp_b,lex_asp,lex_asp_2,bound_2,bounding,telicity,temp_bound,verb_lemma,File,period
"more moderate . COOK-1776,18.173 At 4 in the morning our companion the Adventure made the signal for seeing land : COOK-1776,18.174 this gave spirits to us all after our late turbulent and tempestuous",VG,state,state,state,unbound,unbound,atelic,neutral,seeing,cook-1776.txt,LModE
"19.197 Being thus disappointed of land , after so promising a prospect , we began to despair of ever finding any to the southward . COOK-1776,19.198 December 15 . COOK-1776,19.199 Sharp frosts and gre",VG,achievement,achievement,achievement,bound,bound,telic,neutral,finding,cook-1776.txt,LModE
" it to be an island of ice . COOK-1776,18.177 In the afternoon the Adventure made another signal for seeing land , which also proved as the former , an island of ice , with this difference , that it w",VG,state,state,state,unbound,unbound,atelic,neutral,seeing,cook-1776.txt,LModE
"mber 12 . COOK-1776,19.187 Great falls of snow : extremely cold . COOK-1776,19.188 Made a signal for seeing land , COOK-1776,19.189 but it proved ice . COOK-1776,19.190 At this time there were no less",VG,state,state,state,unbound,unbound,atelic,neutral,seeing,cook-1776.txt,LModE
"ely , firing guns continually and burning false fires every night ; after which time , despairing of joining us any more , they proceeded to Van Diemen's land discovered in 1642 Lat. 38=o= . S. Long. ",VG,achievement,achievement,achievement,bound,bound,telic,neutral,joining,cook-1776.txt,LModE
"overed and taken possession of by Capt. Cook , in his former voyage . COOK-1776,35.733 His method of taking possession is thus related by himself : COOK-1776,35.734 "" I took a post to the highest part",VG,achievement,achievement,achievement,bound,bound,telic,neutral,taking,cook-1776.txt,LModE
"e kept as trophies , like the scalps in America . COOK-1776,35.745 The two Captains returned without seeing any of the Indians , COOK-1776,35.746 but saw several hippahs {COM:for_hippacks;_cf._errata}",VG,state,state,state,unbound,unbound,atelic,unbound,seeing,cook-1776.txt,LModE
"post to the highest part of the island , on Tuesday , January 30 , 1770 , COOK-1776,35.735 and after fixing it firmly in the ground I hoisted upon it the union flag , COOK-1776,35.736 and honoured thi",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,fixing,cook-1776.txt,LModE
"e been a grand spectacle : COOK-1776,34.706 Phenomena of this extraordinary nature could not fail of inspiring that secret fearful pleasure , so beautifully described by Lucretius . COOK-1776,34.707 {",VG,achievement,achievement,achievement,bound,bound,telic,neutral,inspiring,cook-1776.txt,LModE
"776,33.696 the ship could not be moved , COOK-1776,33.697 and there seemed no visible possibility of avoiding it . COOK-1776,33.698 It came fast towards us ; COOK-1776,33.699 the approach was dreadful",VG,activity,activity,activity,unbound,unbound,atelic,neutral,avoiding,cook-1776.txt,LModE
"776,36.769 As theft is natural to all the natives of these islands , they were detected presently in stealing a four-hour glass , a scraper , a fork , and a lamp full of oil ; COOK-1776,36.770 this la",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,stealing,cook-1776.txt,LModE
".751 May 21 . COOK-1776,36.752 Sent our boat to assist our companion the Adventure in watering , and making ready for sea . COOK-1776,36.753 On the 23d three canoes came down COOK-1776,36.754 and trad",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,making,cook-1776.txt,LModE
" came on board , COOK-1776,36.756 and soon after another entered the Sound , COOK-1776,36.757 but on seeing the two ships at anchor they put back again . COOK-1776,36.758 One of the Indians on board h",VG,state,state,state,unbound,unbound,atelic,neutral,seeing,cook-1776.txt,LModE
"res accordingly , for her own Safety and the Peace and Prosperity of her People ; and above all , in taking Care , by her affable and engaging Deportment , to reign in the Hearts of her Subjects , and",VG,activity,activity,activity,unbound,unbound,atelic,unbound,taking_care,kimber-1742.txt,LModE
"ove again , COOK-1776,30.578 and made fires to cook their dinner : COOK-1776,30.579 this was done by fixing four forked sticks in the ground , then placing sticks across and laying their fish on , sca",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,fixing,cook-1776.txt,LModE
",28.507 and presented the old gentleman with a cloak of kersey , as he had before shewed a desire of having the Captain's boat-cloak : COOK-1776,28.508 the Captain put this kersey cloak upon him , COO",VG,state,state,state,unbound,unbound,atelic,neutral,having,cook-1776.txt,LModE
"e meant a little flirtation as no unbecoming auxiliary to a graceful person . COOK-1776,28.490 After displaying many of these delicate airs of a fine lady , our Indiana took a great fancy to a little ",VG,activity,activity,accomplishment,bound,unbound,atelic,bound,displaying,cook-1776.txt,LModE
" making observations . COOK-1776,32.622 Saw three men and two women , who expressed the same fear at seeing him as the old gentleman and his ladies : COOK-1776,32.623 however he soon made friends with",VG,state,state,state,unbound,unbound,atelic,neutral,seeing,cook-1776.txt,LModE
"rs , now become a British fashion also . COOK-1776,31.613 When they had satisfied their curiosity in viewing every part of the ship , and were convinced that it was not alive , nor endued with the fac",VG,accomplishment,accomplishment,accomplishment,bound,ambiguous,ambiguous,bound,viewing,cook-1776.txt,LModE
" humble girl , COLMAN-1805,31.423 and rend the fibres of a generous , but too credulous , heart , by cancelling , like a villain , the oaths with which I won it . COLMAN-1805,31.424 Shuff. I understan",VG,achievement,achievement,achievement,bound,bound,telic,bound,cancelling,colman-1805.txt,LModE
" {TEXT:It's} rather hard to tell poor John Bur , the workhouse-boy , after cloathing , feeding and , making him your man of trust , for two-and-twenty years , that you wonder he $do $n't {TEXT:don't} ",VG,achievement,achievement,achievement,bound,bound,telic,bound,making,colman-1805.txt,LModE
"6.574 - I may as well put it on . COLMAN-1805,36.575 - Yes - it would be poor spite not to put it on putting his arms into it - COLMAN-1805,36.576 $She $'s {TEXT:She's} breaking my heart ; COLMAN-1805",VG,achievement,achievement,achievement,bound,bound,telic,neutral,putting,colman-1805.txt,LModE
"cutting thing after another . COLMAN-1805,34.507 - You have been as noted , all round our town , for being a kind man , as being a blunt one . COLMAN-1805,34.508 Job . Blunt or sharp , $I $'ve {TEXT:I",VG,state,state,accomplishment,bound,unbound,atelic,bound,being,colman-1805.txt,LModE
"other . COLMAN-1805,34.507 - You have been as noted , all round our town , for being a kind man , as being a blunt one . COLMAN-1805,34.508 Job . Blunt or sharp , $I $'ve {TEXT:I've} been honest . COL",VG,state,state,accomplishment,bound,unbound,atelic,bound,being,colman-1805.txt,LModE
"e . COLMAN-1805,22.118 We have voted many qualities to be virtues , now , that they never thought of calling virtues formerly . COLMAN-1805,22.119 The rising generation wants a new dictionary , damnab",VG,activity,activity,activity,unbound,unbound,atelic,neutral,calling,colman-1805.txt,LModE
",23.158 Shuff. An amour ! COLMAN-1805,23.159 $That $'s {TEXT:That's} a very unfashionable reason for declining matrimony . COLMAN-1805,23.160 Sir Simon . You know his romantick flights . COLMAN-1805,2",VG,achievement,achievement,achievement,bound,bound,telic,neutral,declining,colman-1805.txt,LModE
"u flatter . COLMAN-1805,21.107 Sir Simon . No , I $do $n't {TEXT:don't} ; COLMAN-1805,21.108 only in extolling the merits of the newest-fashion'd manners and morals , I am sometimes puzzled , by the p",VG,activity,activity,activity,unbound,unbound,atelic,unbound,extolling,colman-1805.txt,LModE
"sion . COLMAN-1805,21.100 We are always cool at the clubs : COLMAN-1805,21.101 the constant habit of ruining one another , teaches us temper . COLMAN-1805,21.102 Explain . COLMAN-1805,21.103 Sir Simon",VG,activity,activity,activity,unbound,unbound,atelic,neutral,ruining,colman-1805.txt,LModE
"309 or - COLMAN-1805,28.310 Dennis . Scoundrel ! COLMAN-1805,28.311 - $Do $n't {TEXT:Don't} be after affronting a house-keeper . COLMAN-1805,28.312 $Have $n't {TEXT:Haven't} I a sign at my door , thre",VG,achievement,achievement,achievement,bound,bound,telic,neutral,affronting,colman-1805.txt,LModE
"COLMAN-1805,28.316 Dennis . Oh , be asy {COM:sic} ! COLMAN-1805,28.317 - see what you get , now , by affronting Mr. Dennis Brulgruddery , searching his pockets COLMAN-1805,28.318 $I $'d {TEXT:I'd} hav",VG,achievement,achievement,achievement,bound,bound,telic,neutral,affronting,colman-1805.txt,LModE
"n't} much like plotting with the father against the son - COLMAN-1805,24.181 $that $'s {TEXT:that's} reversing the New School , Baronet . COLMAN-1805,24.182 Sir Simon . But it will serve Frank : COLMA",VG,achievement,achievement,achievement,bound,bound,telic,neutral,reversing,colman-1805.txt,LModE
"805,50.991 Lady Car. Bless me ! COLMAN-1805,50.992 - these charges are brought in like a bill . "" To attending your ladyship , at such a time ; to dancing down twenty couple with your ladyship at anot",VG,activity,activity,activity,unbound,unbound,atelic,neutral,attending,colman-1805.txt,LModE
" . COLMAN-1805,55.1148 Dennis . Och , botheration to the respect $that $'s {TEXT:that's} bought , by knocking one shilling against another , at an inn ! COLMAN-1805,55.1149 Let the heart keep open hou",VG,achievement,activity,activity,unbound,unbound,telic,unbound,knocking,colman-1805.txt,LModE
"hin the County of Huntingdon . STATUTES-1775,8,431.117 Cap. XXV . STATUTES-1775,8,431.119 An Act for taking down the Common Goal of the County of Hertford , and for building a New Gaol in a more commo",VG,achievement,achievement,achievement,bound,bound,telic,neutral,taking_down,statutes-1775.txt,LModE
" , I fear , without forgiving me sighing . COLMAN-1805,39.680 Job . starting . What ! died ! without forgiving his child ! COLMAN-1805,39.681 - Come , COLMAN-1805,39.682 $that $'s {TEXT:that's} too mu",VG,achievement,activity,activity,unbound,unbound,telic,unbound,forgiving,colman-1805.txt,LModE
"ght . COLMAN-1805,39.679 Pereg. Having no answers from him , he died , I fear , without forgiving me sighing . COLMAN-1805,39.680 Job . starting . What ! died ! without forgiving his child ! COLMAN-18",VG,achievement,achievement,achievement,bound,bound,telic,bound,sighing,colman-1805.txt,LModE
"to my need ; COLMAN-1805,40.707 and I experience that burst of pleasure , a grateful man enjoys , in relieving my reliever giving him the box . COLMAN-1805,40.708 Job . squeezes Peregrine's hand , COL",VG,achievement,achievement,achievement,bound,bound,telic,neutral,relieving,colman-1805.txt,LModE
" . COLMAN-1805,39.667 From a romantick folly , the growth of boyish brains , I had fix'd my fancy on being a sailor , COLMAN-1805,39.668 and had run away from my father . COLMAN-1805,39.669 Job . with",VG,state,state,state,unbound,unbound,atelic,neutral,being,colman-1805.txt,LModE
"n it . COLMAN-1805,37.619 While Europeans are scorching under an Indian sun , Time is doubly busy in fanning their features with his wings . COLMAN-1805,37.620 But , do you remember no trace of me ? C",VG,activity,activity,activity,unbound,unbound,atelic,unbound,fanning,colman-1805.txt,LModE
"your trade , you told him , COLMAN-1805,38.654 and could not be laid out to better advantage than in relieving a helpless orphan ; COLMAN-1805,38.655 - and , giving him a letter of recommendation to a",VG,achievement,achievement,achievement,bound,bound,telic,neutral,relieving,colman-1805.txt,LModE
"5.854 Sir Simon . I believe you are right . COLMAN-1805,45.855 Yet there are but two reasons for not trusting an attorney with your money : COLMAN-1805,45.856 - one is , when you $do $n't {TEXT:don't}",VG,state,state,state,unbound,unbound,atelic,neutral,trusting,colman-1805.txt,LModE
"e collected into my Eyes , which during the whole Entertainment wanted no better Amusement , than of stealing now and then the Delight of gazing on the fair Object so near me : CIBBER-1740,42.112 If s",VG,activity,activity,activity,unbound,unbound,atelic,neutral,stealing,cibber-1740.txt,LModE
"he might in that Occupation have starv'd with less Infamy , than had she reliev'd her Necessities by being famous on the Theatre . CIBBER-1740,46.157 Whether this Prejudice may have arisen from the ab",VG,state,state,state,unbound,unbound,atelic,unbound,being,cibber-1740.txt,LModE
"its lowest Condition , in my time , $me $thinks {TEXT:methinks} there could have been no Pretence of preferring the Band-box to the Buskin . CIBBER-1740,47.159 But this severe Opinion , whether merite",VG,state,state,state,unbound,unbound,atelic,neutral,preferring,cibber-1740.txt,LModE
" have instanc'd , wherein you will see an Actress as hardly us'd for an Act of Modesty which without being a Prude , a Woman , even upon the Stage , may sometimes think it necessary not to throw off .",VG,state,state,state,unbound,unbound,atelic,unbound,being,cibber-1740.txt,LModE
"n younger Brother and Beauty of low Fortune would gladly have adorn'd the Theatre , who by their not being able to brook such Dishonour to their Birth , have pass'd away their Lives decently unheeded ",VG,state,state,state,unbound,unbound,atelic,neutral,being,cibber-1740.txt,LModE
"thought that a little Court Favour added to them , might give him a Chance for saving the Expence of maintaining me , as he had intended at the University : CIBBER-1740,45.137 He therefore order'd me ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,maintaining,cibber-1740.txt,LModE
"e pleas'd to do something I really forget what for me . CIBBER-1740,45.138 - However the Duke , upon receiving it , was so good as to desire my Father would send me to London in the Winter , where he ",VG,achievement,achievement,achievement,bound,bound,telic,neutral,receiving,cibber-1740.txt,LModE
"edibly inform'd by the Gentlemen of his Houshold , that his Grace had , in their hearing , talk'd of recommending me to the Lord Shrewsbury , then Secretary of State , for the first proper Vacancy in ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,recommending,cibber-1740.txt,LModE
"lowing . CIBBER-1740,45.142 But alas ! CIBBER-1740,45.143 in my Intervals of Leisure , by frequently seeing Plays , my wise Head was turn'd to higher Views , CIBBER-1740,45.144 I saw no Joy in any oth",VG,activity,activity,activity,unbound,unbound,atelic,unbound,seeing,cibber-1740.txt,LModE
"ime a Station , CIBBER-1740,36.43 and compounded with my Ambition by laying a lower Scheme , of only getting the nearest way into the immediate Life of a Gentleman-Collegiate . CIBBER-1740,36.44 My Fa",VG,achievement,achievement,achievement,bound,bound,telic,neutral,getting,cibber-1740.txt,LModE
" the bewitching Ideas of so sublime a Station , CIBBER-1740,36.43 and compounded with my Ambition by laying a lower Scheme , of only getting the nearest way into the immediate Life of a Gentleman-Coll",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,laying,cibber-1740.txt,LModE
" me in some College , but rather at Cambridge , where , during his late Residence at that Place , in making some Statues that now stand upon Trinity College New Library , he had contracted some Acquai",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,making,cibber-1740.txt,LModE
"he Revolution . CIBBER-1740,34.17 Nay , after that , I had a third Chance too , equally as good , of becoming an Under-proper of the State . CIBBER-1740,34.18 How , at last , I came to be none of all ",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,becoming,cibber-1740.txt,LModE
"ter of our Nature ; and that to drive all England into Popery and Slavery , he would find , would be teaching an old Lion to dance . CIBBER-1740,39.77 But , happy was it for the Nation , that it had t",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,teaching,cibber-1740.txt,LModE
"ould think if all of them have been as bad as they have been call'd to make a People despair of ever seeing a good one : CIBBER-1740,38.72 But as it is possible that Envy , Prejudice , or Party , may ",VG,state,state,state,unbound,unbound,atelic,neutral,seeing,cibber-1740.txt,LModE
"lazing Star , will be equal Rarities . CIBBER-1740,56.277 This voluptuous Expedient , therefore , of indulging the Taste with several Theatres , will amount to much the same variety as that of a certa",VG,state,state,state,unbound,unbound,atelic,neutral,indulging,cibber-1740.txt,LModE
".279 Then of course , the better Actors which the King's seem to have been allowed could not fail of drawing the greater Audiences . CIBBER-1740,56.280 Sir William Davenant , therefore , Master of the",VG,activity,activity,activity,unbound,unbound,atelic,neutral,drawing,cibber-1740.txt,LModE
"-1740,54.248 How many shining Actors have the warm Scenes of his Genius given to Posterity ? without being himself , in his Action , equal to his Writing ! A strong Proof that Actors , like Poets , mu",VG,state,state,state,unbound,unbound,atelic,unbound,being,cibber-1740.txt,LModE
"good Fortune to make a tolerable Figure in , and consequently , could find little or no Account , by acting them against us . CIBBER-1740,56.268 These Plays therefore , for many Years , by not being t",VG,activity,activity,accomplishment,bound,unbound,atelic,bound,acting,cibber-1740.txt,LModE
"d to Satiety ? CIBBER-1740,55.267 It was therefore one of our greatest Happinesses during my time of being in the Management of the Stage that we had a certain Number of select Plays , which no other ",VG,state,state,accomplishment,bound,unbound,atelic,bound,being,cibber-1740.txt,LModE
" he naturally rever'd . CIBBER-1740,61.326 But alas ! to preserve this medium , between mouthing and meaning too little , to keep the Attention more pleasingly awake by a temper'd Spirit , than by mee",VG,activity,activity,accomplishment,bound,unbound,atelic,bound,meaning,cibber-1740.txt,LModE
" yet have equall'd Betterton . CIBBER-1740,61.328 But I am unwilling to shew his Superiority only by recounting the Errors of those , who now $can $not {TEXT:cannot} answer to them , CIBBER-1740,61.32",VG,state,state,accomplishment,bound,unbound,atelic,bound,recounting,cibber-1740.txt,LModE
"ntleman ; CIBBER-1740,49.182 and a Party was soon form'd to assert , and vindicate their Honour , by humbling this favour'd Actor , whose slight Injury had been judg'd equal to so severe a Notice . CI",VG,activity,activity,accomplishment,bound,unbound,atelic,bound,humbling,cibber-1740.txt,LModE
"e , all the Abuses of the Stage , all the low , loose , or immoral Supplements to wit , whether , in making Virtue ridiculous or Vice agreeable , or in the decorated Nonsense and Absurdities of Pantom",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,making,cibber-1740.txt,LModE
"to forbid him the Court upon it . CIBBER-1740,49.181 This Indignity cast upon a Gentleman , only for having maltreated a Player , was look'd upon as the Concern of every Gentleman ; CIBBER-1740,49.182",VG,state,state,accomplishment,bound,unbound,atelic,bound,having,cibber-1740.txt,LModE
",48.168 Thus , deaf to all Murmurs or Entreaties of those about him , he pursued his Point , even to throwing near her such Trash as no Person can be suppos'd to carry about him , unless to use on so ",VG,achievement,achievement,achievement,bound,bound,telic,bound,throwing,cibber-1740.txt,LModE
"manly Behaviour , was warm enough to say , That no Man , but a Fool , or a Bully cou'd be capable of insulting an Audience or a Woman , in so monstrous a manner . CIBBER-1740,48.170 The former valiant",VG,achievement,achievement,achievement,bound,bound,telic,neutral,insulting,cibber-1740.txt,LModE
"f , yet , alas ! what has that avail'd ? CIBBER-1740,48.176 This generous publick-spirited Method of silencing a few , was but repelling the Disease , in one Part to make it break out in another : CIB",VG,activity,activity,activity,unbound,unbound,atelic,neutral,silencing,cibber-1740.txt,LModE
"BER-1740,48.177 All Endeavours at Protection are new Provocations , to those who pride themselves in pushing their Courage to a Defiance of Humanity . CIBBER-1740,48.178 Even when a Royal Resentment h",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,pushing,cibber-1740.txt,LModE
"know , it was impossible they could have had such various Excellencies on the Stage , without having something naturally valuable in them : CIBBER-1740,52.220 And I will take upon me to affirm , who k",VG,state,state,state,unbound,unbound,atelic,unbound,having,cibber-1740.txt,LModE
" to affirm , who knew them all living , that there was not one of the Number who were not capable of supporting a variety of Spirited Conversation , tho' the Stage were never to have been the Subject ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,supporting,cibber-1740.txt,LModE
"ot but know , it was impossible they could have had such various Excellencies on the Stage , without having something naturally valuable in them : CIBBER-1740,52.220 And I will take upon me to affirm ",VG,state,state,state,unbound,unbound,atelic,unbound,having,cibber-1740.txt,LModE
"ttempted ; CIBBER-1740,50.208 and then , if it could not subsist , under decent Regulations , by not being permitted to present any thing there , but what were worthy to be there , it would be time en",VG,state,state,state,unbound,unbound,atelic,unbound,being,cibber-1740.txt,LModE
"o buy it , without blushing , the Theatrical Merchant seems to have an equal Right to the Liberty of selling it , without Reproach . CIBBER-1740,50.206 That this Evil wants a Remedy , is not to be con",VG,activity,activity,activity,unbound,unbound,atelic,neutral,selling,cibber-1740.txt,LModE
"at least this involuntary Good , that it keeps him in a settled Resolution to avoid all Occasions of provoking it , or of even offending the lowest Enemy , who , at the Expence of a Shilling , may pub",VG,activity,activity,activity,unbound,unbound,atelic,neutral,provoking,cibber-1740.txt,LModE
"Good , that it keeps him in a settled Resolution to avoid all Occasions of provoking it , or of even offending the lowest Enemy , who , at the Expence of a Shilling , may publickly revenge it . That ,",VG,activity,activity,activity,unbound,unbound,atelic,neutral,offending,cibber-1740.txt,LModE
"Stage , and is irreproachable in his Personal Morals , and Behaviour , his Profession is so far from being an Impediment , that it will be oftner a just Reason for his being receiv'd among People of c",VG,state,state,state,unbound,unbound,atelic,neutral,being,cibber-1740.txt,LModE
"ly years . CHAPMAN-1774,43.123 Add to this , that a private education is not of so great efficacy in exciting a spirit of emulation . CHAPMAN-1774,43.124 There is implanted in the human mind an ardent",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,exciting,chapman-1774.txt,LModE
"t task will be attempted , and the severest restraint endured , in hopes of attaining the former and avoiding the latter . CHAPMAN-1774,44.132 This emulation , this virtuous rivalship for knowledge , ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,avoiding,chapman-1774.txt,LModE
"he Grammar-school of Dumfries . CHAPMAN-1774,179.143 Sect. I . CHAPMAN-1774,179.144 Of the Method of teaching the Principles of the Latin Tongue . CHAPMAN-1774,179.145 The first thing beginners are ta",VG,activity,activity,activity,unbound,unbound,atelic,neutral,teaching,chapman-1774.txt,LModE
"painful , that the hardest task will be attempted , and the severest restraint endured , in hopes of attaining the former and avoiding the latter . CHAPMAN-1774,44.132 This emulation , this virtuous r",VG,achievement,achievement,achievement,bound,bound,telic,neutral,attaining,chapman-1774.txt,LModE
"d men of considerable reputation in the learned world , have not disdained to employ their genius in laying down rules for the education of youth . CHAPMAN-1774,39.103 After all , it is still to be re",VG,activity,activity,activity,unbound,unbound,atelic,unbound,laying,chapman-1774.txt,LModE
"d a very little reflection on this important subject will be sufficient to discover the necessity of reforming the common methods of education , and the room there is for improving them . CHAPMAN-1774",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,reforming,chapman-1774.txt,LModE
"t to discover the necessity of reforming the common methods of education , and the room there is for improving them . CHAPMAN-1774,38.95 How to cure such errors , and supply such defects , must be lef",VG,activity,activity,activity,unbound,unbound,atelic,neutral,improving,chapman-1774.txt,LModE
"at , by this means , a boy , though otherwise capable of the best impressions , will be in danger of becoming untractable , and impatient of contradiction , arbitrary in his principles , as well as un",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,becoming,chapman-1774.txt,LModE
"m through all their different accidents . CHAPMAN-1774,184.167 The rest of the day he is employed in learning the irregular and defective verbs , the nature of a participle , and the four indeclinable",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,learning,chapman-1774.txt,LModE
"carried through a variety of examples upon the first two rules , till he has acquired a dexterity in applying them . CHAPMAN-1774,184.166 A lesson of this kind he prepares every morning from his vocab",VG,activity,activity,activity,unbound,unbound,atelic,unbound,applying,chapman-1774.txt,LModE
", CHAPMAN-1774,181.155 and runs over the tenses of amo , as they stand in his book , with the way of forming them from the four principal parts of the verb : CHAPMAN-1774,181.156 then he is examined u",VG,activity,activity,activity,unbound,unbound,atelic,neutral,forming,chapman-1774.txt,LModE
"age in general , the letters of the Roman alphabet , their powers and different classes , the way of combining syllables into words , the nature of a noun , both substantive and adjective , the declen",VG,activity,activity,activity,unbound,unbound,atelic,neutral,combining,chapman-1774.txt,LModE
"HAPMAN-1774,183.163 Particular care is likewise taken to ask such questions as will try his skill in distinguishing one conjugation from another , and prevent his blundering afterwards ; such as , "" t",VG,activity,activity,activity,unbound,unbound,atelic,unbound,distinguishing,chapman-1774.txt,LModE
" voco , do , veto , he is carried forward to the second conjugation ; CHAPMAN-1774,183.159 and after learning doceo , and a few more verbs , as , jubeo , augeo , torqueo , he proceeds to the third con",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,bound,learning,chapman-1774.txt,LModE
"ssion of their regard or esteem , he is often permitted , or rather encouraged , to throw it away in purchasing those things which will sow the seeds of luxury and profusion in his tender mind . CHAPM",VG,activity,activity,activity,unbound,unbound,atelic,unbound,purchasing,chapman-1774.txt,LModE
"punishes those who depart from the simplicity of nature . CHAPMAN-1774,25.35 Thus we are so far from cultivating a principle of virtue in children during this early period , that we $can $not {TEXT:ca",VG,activity,activity,activity,unbound,unbound,atelic,neutral,cultivating,chapman-1774.txt,LModE
"APMAN-1774,26.39 is he taught , with proper care , to strive with his equals in the noble contest of making himself wiser and better than they ? CHAPMAN-1774,26.40 Is he taught , at the same time , to",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,making,chapman-1774.txt,LModE
"4 The tendency of such a practice is obvious . CHAPMAN-1774,21.15 It $can $not {TEXT:cannot} fail of producing a selfish and malevolent turn of mind . CHAPMAN-1774,21.16 Is he discomposed by any accid",VG,achievement,achievement,achievement,bound,bound,telic,neutral,producing,chapman-1774.txt,LModE
"ent , and the other evils of life , which $can $not {TEXT:cannot} be altogether avoided ; instead of teaching them to govern their passions , and direct them to proper objects , their parents are ofte",VG,activity,activity,activity,unbound,unbound,atelic,neutral,teaching,chapman-1774.txt,LModE
"f the finest feelings , frequently neglected in this important point . CHAPMAN-1774,22.22 Instead of teaching them patiently to endure pain and disappointment , and the other evils of life , which $ca",VG,activity,activity,activity,unbound,unbound,atelic,neutral,teaching,chapman-1774.txt,LModE
" been in the means of education , as less indebted to the public for the opportunities given them of improving their understanding , and of forming their taste in their early years . CHAPMAN-1774,36.8",VG,activity,activity,activity,unbound,unbound,atelic,neutral,improving,chapman-1774.txt,LModE
"shall afterwards take the liberty , as occasion may require , to put parents and teachers in mind of improving themselves , as well as the children who are under their care , I shall not proceed to ex",VG,activity,activity,activity,unbound,unbound,atelic,neutral,improving,chapman-1774.txt,LModE
"uted . CHAPMAN-1774,37.93 Nor is it necessary to swell the above detail of the mistakes committed in educating children ; or of the defects of the common practice ; since everyone , from his own obser",VG,activity,activity,activity,unbound,unbound,atelic,neutral,educating,chapman-1774.txt,LModE
"ss indebted to the public for the opportunities given them of improving their understanding , and of forming their taste in their early years . CHAPMAN-1774,36.89 For though society justly punishes th",VG,activity,activity,activity,unbound,unbound,atelic,neutral,forming,chapman-1774.txt,LModE
". CHAPMAN-1774,31.54 We see also that he is not directed , with proper care , to the surest means of attaining happiness . CHAPMAN-1774,31.55 Happiness , that great object which mankind universally pu",VG,achievement,achievement,achievement,bound,bound,telic,neutral,attaining,chapman-1774.txt,LModE
" constitution . CHAPMAN-1774,28.46 Though such considerations as these ought to have great weight in determining his choice , yet seldom is such attention given to direct him , as the importance of th",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,determining,chapman-1774.txt,LModE
"re . CHAPMAN-1774,213.338 At the same time the students are warned not to do violence to nature , by indulging a turn for versification , if they be not endued with an original genius for poetry . CHA",VG,achievement,activity,activity,unbound,unbound,telic,unbound,indulging,chapman-1774.txt,LModE
"ion ; CHAPMAN-1774,213.333 and is revised by the master , who is sometimes obliged to assist them in making it . CHAPMAN-1774,213.334 Though the poetical spirit $can $not {TEXT:cannot} be expected , u",VG,activity,activity,activity,unbound,unbound,atelic,unbound,making,chapman-1774.txt,LModE
"ations of the lower authors . CHAPMAN-1774,211.319 With a like view it is that they are exercised in turning a great part of Lockman's Roman History into Latin ; not on account of its style , the inac",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,turning,chapman-1774.txt,LModE
" , and dazzled no longer with the glare of pomp and conquest , we should have been in less danger of deceiving ourselves in our notions of grandeur and of happiness . CHAPMAN-1774,219.374 Such illustr",VG,activity,activity,activity,unbound,unbound,atelic,neutral,deceiving,chapman-1774.txt,LModE
" and directed to the books they ought to read . CHAPMAN-1774,218.369 And while they are obliged , in studying it , to wade through long details of the wars and the vices of men , let them be warned to",VG,activity,activity,activity,unbound,unbound,atelic,unbound,studying,chapman-1774.txt,LModE
" other Geographers . CHAPMAN-1774,222.382 By means of this preparation , and a little Chronology for distinguishing the different periods of history , and the ages of the most eminent men , they are e",VG,activity,activity,activity,unbound,unbound,atelic,neutral,distinguishing,chapman-1774.txt,LModE
"1774,215.343 Sect. V . CHAPMAN-1774,215.345 Observations on History . CHAPMAN-1774,215.346 Method of preparing Youth for the Study of it . CHAPMAN-1774,215.347 As it is better to learn wisdom from the",VG,activity,activity,activity,unbound,unbound,atelic,neutral,preparing,chapman-1774.txt,LModE
" our inordinate desires , and direct them to objects more worthy of our nature , and more fitted for procuring us solid and lasting felicity ? CHAPMAN-1774,217.366 From reflecting on the shortness and",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,procuring,chapman-1774.txt,LModE
" , and this perusal of the most celebrated poems in the English language , are thought necessary for giving youth a critical taste of that kind . CHAPMAN-1774,198.252 But as a natural genius for poetr",VG,activity,activity,activity,unbound,unbound,atelic,neutral,giving,chapman-1774.txt,LModE
